Species,Endo.vs..Ecto,Mass..kg.,Dive.duration..min.,Maximum.dive.duration..min.,Temperature,Remarks,Literature.source,selected,Treenames
Anisops deanei,Ectotherm,0.000012430000000000,1.833,NA,30,,"Matthews, P.G.D., & Seymour, R.S. (2008) Haemoglobin as a buoyancy regulator and oxygen supply in the backswimmer (Notonectidae, Anisops). Journal of Experimental Biology 211: 3790-3799; doi: 10.1242/jeb.018721
",0,
Aonyx capensis,Endotherm,13.000000000000000000,0.35,NA,38.5, temperature taken to be similar to the mean body temperature of Lutrinae,"Somers, M.J. (2000) Foraging behaviour of Cape clawless otters Aonyx capensis in a marine habitat. J. Zool. (Lond.) 252: 473-480.",0,
Apalone ferox,Ectotherm,1.123300000000000000,5.4,NA,25,,"Prassack SL, Bagatto B, and Henry RP. 2001. Effects of temperature and aquatic PO2 on the physiology and behaviour of Apalone ferox and Chrysemys picta. J Exp Biol 204:2185-2195.",0,
Apalone ferox,Ectotherm,1.123300000000000000,18.6,NA,15,,"Prassack SL, Bagatto B, and Henry RP. 2001. Effects of temperature and aquatic PO2 on the physiology and behaviour of Apalone ferox and Chrysemys picta. J Exp Biol 204:2185-2195.",0,
Aptenodytes forsteri,Endotherm,25.400000000000000000,3.4,3.6,36.1,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Kirkwood, R. & G. Robertson (1997) The foraging ecology of female emperor penguins in winter. Ecol. Monogr. 67: 155-176.",0,
Aptenodytes forsteri,Endotherm,24.800000000000000000,4.37,4.57,36.1,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","van Dam, R.P., P.J. Ponganis, K.V. Ponganis, D.H. Levenson & G. Marshall (2002) Stroke frequencies of emperor penguins diving under sea ice. J. Exp. Biol. 205: 3769-3774.",0,
Aptenodytes forsteri,Endotherm,24.700000000000000000,3.61,4.61,36.1,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","van Dam, R.P., P.J. Ponganis, K.V. Ponganis, D.H. Levenson & G. Marshall (2002) Stroke frequencies of emperor penguins diving under sea ice. J. Exp. Biol. 205: 3769-3774.",0,
Aptenodytes forsteri,Endotherm,25.400000000000000000,4,5,36.1,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Kirkwood, R. & G. Robertson (1997) The foraging ecology of female emperor penguins in winter. Ecol. Monogr. 67: 155-176.",0,
Aptenodytes forsteri,Endotherm,24.300000000000000000,3.38,5.25,36.1,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","van Dam, R.P., P.J. Ponganis, K.V. Ponganis, D.H. Levenson & G. Marshall (2002) Stroke frequencies of emperor penguins diving under sea ice. J. Exp. Biol. 205: 3769-3774.",0,
Aptenodytes forsteri,Endotherm,26.800000000000000000,6,7.35,36.1,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","van Dam, R.P., P.J. Ponganis, K.V. Ponganis, D.H. Levenson & G. Marshall (2002) Stroke frequencies of emperor penguins diving under sea ice. J. Exp. Biol. 205: 3769-3774.",0,
Aptenodytes forsteri,Endotherm,25.350000000000000000,4.42,8.57,36.1,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","van Dam, R.P., P.J. Ponganis, K.V. Ponganis, D.H. Levenson & G. Marshall (2002) Stroke frequencies of emperor penguins diving under sea ice. J. Exp. Biol. 205: 3769-3774.",0,
Aptenodytes forsteri,Endotherm,27.000000000000000000,5.63,9.08,36.1,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","van Dam, R.P., P.J. Ponganis, K.V. Ponganis, D.H. Levenson & G. Marshall (2002) Stroke frequencies of emperor penguins diving under sea ice. J. Exp. Biol. 205: 3769-3774.",0,
Aptenodytes forsteri,Endotherm,25.000000000000000000,7.02,9.57,36.1,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","van Dam, R.P., P.J. Ponganis, K.V. Ponganis, D.H. Levenson & G. Marshall (2002) Stroke frequencies of emperor penguins diving under sea ice. J. Exp. Biol. 205: 3769-3774.",0,
Aptenodytes forsteri,Endotherm,29.500000000000000000,5.46,10.35,36.1,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","van Dam, R.P., P.J. Ponganis, K.V. Ponganis, D.H. Levenson & G. Marshall (2002) Stroke frequencies of emperor penguins diving under sea ice. J. Exp. Biol. 205: 3769-3774.",0,
Aptenodytes forsteri,Endotherm,25.500000000000000000,6,12,36.1,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Ponganis, P.J., R.P. Van Dam, G. Marshall, T. Knower & D.H. Levenson (2000) Sub-ice foraging behavior of emperor penguins. J. Exp. Biol. 203: 3275-3278.",0,
Aptenodytes forsteri,Endotherm,25.350000000000000000,2.5,12.2,36.1,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Zimmer, I., R.P. Wilson, C. Gilbert, M. Beaulieu, A. Ancel & J. Plîtz (2008) Foraging movements of emperor penguins at Pointe GÇologie, Antarctica. Polar Biol. 31: 229-243.",0,
Aptenodytes forsteri,Endotherm,24.200000000000000000,5.2,14.8,36.1,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Ponganis, P.J., R.P.V. Dam, D.H. Levenson, T. Knower, K. Ponganis & G. Marshall (2003) Regional heterothermy and conservation of core temperature in emperor penguins diving under sea ice. Comp. Biochem. Physiol. 135A: 477-487.",0,
Aptenodytes forsteri,Endotherm,25.300000000000000000,3.2,15.5,36.1,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Wienecke, B.C. & G. Robertson (1997) Foraging space of emperor penguins Aptenodytes forsteri in Antarctic shelf waters in winter. Mar. Ecol. Prog. Ser. 159: 249-263.",0,
Aptenodytes forsteri,Endotherm,26.560000000000000000,NA,15.8,36.1,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Kooyman, G.L. & T.G. Kooyman (1995) Diving Behavior of Emperor Penguins Nurturing Chicks at Coulman Island, Antarctica. The Condor 97: 536-549.",0,
Aptenodytes forsteri,Endotherm,25.350000000000000000,3.1,16.1,36.1,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Zimmer, I., R.P. Wilson, C. Gilbert, M. Beaulieu, A. Ancel & J. Plîtz (2008) Foraging movements of emperor penguins at Pointe GÇologie, Antarctica. Polar Biol. 31: 229-243.",0,
Aptenodytes forsteri,Endotherm,24.500000000000000000,2.4,18,36.1,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Kooyman, G.L., C.L. Drabek, R. Elsner & W.B. Campbell (1971) Diving Behavior of the Emperor Penguin, Aptenodytes forsteri. The Auk 88: 775-795.",0,
Aptenodytes forsteri,Endotherm,24.600000000000000000,2.24,27.6,36.1,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Sato, K., K. Shiomi, G. Marshall, G.L. Kooyman & P.J. Ponganis (2011) Stroke rates and diving air volumes of emperor penguins: implications for dive performance. J. Exp. Biol. 214: 2854-2863.",0,
Aptenodytes forsteri,Endotherm,,5.68,NA,36.1,original value from Clarke and Rothery,"Ponganis PJ, Stockard TK, Meir JU, Williams CL, Ponganis KV, Howard R (2009) O2 store management in diving emperor penguins. J Exp Biol 212:217ñ224",0,
Aptenodytes patagonicus,Endotherm,10.900000000000000000,2.017,5.917,36.1,temperature taken to be similar to that for Aptenodytes forsteri,"PÅtz, K. & Y. Cherel (2005) The diving behaviour of brooding king penguins (Aptenodytes patagonicus) from the Falkland Islands: variation in dive profiles and synchronous underwater swimming provide new insights into their foraging strategies. Mar. Biol. 147: 281-290.",0,
Aptenodytes patagonicus,Endotherm,10.900000000000000000,2.2,6,36.1,temperature taken to be similar to that for Aptenodytes forsteri,"PÅtz, K. & Y. Cherel (2005) The diving behaviour of brooding king penguins (Aptenodytes patagonicus) from the Falkland Islands: variation in dive profiles and synchronous underwater swimming provide new insights into their foraging strategies. Mar. Biol. 147: 281-290.",0,
Aptenodytes patagonicus,Endotherm,10.900000000000000000,3.25,6.3,36.1,temperature taken to be similar to that for Aptenodytes forsteri,"Culik, B.M., K. PÅtz, R.P. Wilson, D. Allers, J. Lage, C.A. Bost & Y. Le Maho (1996) Diving energetics in king penguins (Aptenodytes patagonicus). J. Exp. Biol. 199: 973-983.",0,
Aptenodytes patagonicus,Endotherm,10.900000000000000000,5.03,6.3,36.1,temperature taken to be similar to that for Aptenodytes forsteri,"Culik, B.M., K. PÅtz, R.P. Wilson, D. Allers, J. Lage, C.A. Bost & Y. Le Maho (1996) Diving energetics in king penguins (Aptenodytes patagonicus). J. Exp. Biol. 199: 973-983.",0,
Aptenodytes patagonicus,Endotherm,10.900000000000000000,2.55,6.583,36.1,temperature taken to be similar to that for Aptenodytes forsteri,"PÅtz, K. & Y. Cherel (2005) The diving behaviour of brooding king penguins (Aptenodytes patagonicus) from the Falkland Islands: variation in dive profiles and synchronous underwater swimming provide new insights into their foraging strategies. Mar. Biol. 147: 281-290.",0,
Aptenodytes patagonicus,Endotherm,10.900000000000000000,2.183,6.583,36.1,temperature taken to be similar to that for Aptenodytes forsteri,"PÅtz, K. & Y. Cherel (2005) The diving behaviour of brooding king penguins (Aptenodytes patagonicus) from the Falkland Islands: variation in dive profiles and synchronous underwater swimming provide new insights into their foraging strategies. Mar. Biol. 147: 281-290.",0,
Aptenodytes patagonicus,Endotherm,10.900000000000000000,2.75,7.083,36.1,temperature taken to be similar to that for Aptenodytes forsteri,"PÅtz, K. & Y. Cherel (2005) The diving behaviour of brooding king penguins (Aptenodytes patagonicus) from the Falkland Islands: variation in dive profiles and synchronous underwater swimming provide new insights into their foraging strategies. Mar. Biol. 147: 281-290.",0,
Aptenodytes patagonicus,Endotherm,10.900000000000000000,2.533,7.25,36.1,temperature taken to be similar to that for Aptenodytes forsteri,"PÅtz, K. & Y. Cherel (2005) The diving behaviour of brooding king penguins (Aptenodytes patagonicus) from the Falkland Islands: variation in dive profiles and synchronous underwater swimming provide new insights into their foraging strategies. Mar. Biol. 147: 281-290.",0,
Aptenodytes patagonicus,Endotherm,10.900000000000000000,2.65,7.417,36.1,temperature taken to be similar to that for Aptenodytes forsteri,"PÅtz, K. & Y. Cherel (2005) The diving behaviour of brooding king penguins (Aptenodytes patagonicus) from the Falkland Islands: variation in dive profiles and synchronous underwater swimming provide new insights into their foraging strategies. Mar. Biol. 147: 281-290.",0,
Aptenodytes patagonicus,Endotherm,10.600000000000000000,2.4,7.55,36.1,temperature taken to be similar to that for Aptenodytes forsteri,"Sato, K., Y. Naito, A. Kato, Y. Niizuma, Y. Watanuki, J.B. Charrassin, C.-A. Bost, Y. Handrich & Y. Le Maho (2002) Buoyancy and maximal diving depth in penguins: do they control inhaling air volume? J. Exp. Biol. 205: 1189-1197.",0,
Aptenodytes patagonicus,Endotherm,10.900000000000000000,3.033,7.583,36.1,temperature taken to be similar to that for Aptenodytes forsteri,"PÅtz, K. & Y. Cherel (2005) The diving behaviour of brooding king penguins (Aptenodytes patagonicus) from the Falkland Islands: variation in dive profiles and synchronous underwater swimming provide new insights into their foraging strategies. Mar. Biol. 147: 281-290.",0,
Aptenodytes patagonicus,Endotherm,10.900000000000000000,2.783,7.583,36.1,temperature taken to be similar to that for Aptenodytes forsteri,"PÅtz, K. & Y. Cherel (2005) The diving behaviour of brooding king penguins (Aptenodytes patagonicus) from the Falkland Islands: variation in dive profiles and synchronous underwater swimming provide new insights into their foraging strategies. Mar. Biol. 147: 281-290.",0,
Aptenodytes patagonicus,Endotherm,10.900000000000000000,2.517,7.583,36.1,temperature taken to be similar to that for Aptenodytes forsteri,"PÅtz, K. & Y. Cherel (2005) The diving behaviour of brooding king penguins (Aptenodytes patagonicus) from the Falkland Islands: variation in dive profiles and synchronous underwater swimming provide new insights into their foraging strategies. Mar. Biol. 147: 281-290.",0,
Aptenodytes patagonicus,Endotherm,10.900000000000000000,2.75,7.667,36.1,temperature taken to be similar to that for Aptenodytes forsteri,"PÅtz, K. & Y. Cherel (2005) The diving behaviour of brooding king penguins (Aptenodytes patagonicus) from the Falkland Islands: variation in dive profiles and synchronous underwater swimming provide new insights into their foraging strategies. Mar. Biol. 147: 281-290.",0,
Aptenodytes patagonicus,Endotherm,10.900000000000000000,2.8,7.667,36.1,temperature taken to be similar to that for Aptenodytes forsteri,"PÅtz, K. & Y. Cherel (2005) The diving behaviour of brooding king penguins (Aptenodytes patagonicus) from the Falkland Islands: variation in dive profiles and synchronous underwater swimming provide new insights into their foraging strategies. Mar. Biol. 147: 281-290.",0,
Aptenodytes patagonicus,Endotherm,10.900000000000000000,3.25,7.667,36.1,temperature taken to be similar to that for Aptenodytes forsteri,"PÅtz, K. & Y. Cherel (2005) The diving behaviour of brooding king penguins (Aptenodytes patagonicus) from the Falkland Islands: variation in dive profiles and synchronous underwater swimming provide new insights into their foraging strategies. Mar. Biol. 147: 281-290.",0,
Aptenodytes patagonicus,Endotherm,10.900000000000000000,3.55,7.667,36.1,temperature taken to be similar to that for Aptenodytes forsteri,"PÅtz, K. & Y. Cherel (2005) The diving behaviour of brooding king penguins (Aptenodytes patagonicus) from the Falkland Islands: variation in dive profiles and synchronous underwater swimming provide new insights into their foraging strategies. Mar. Biol. 147: 281-290.",0,
Aptenodytes patagonicus,Endotherm,12.860000000000000000,5.5,7.7,36.1,temperature taken to be similar to that for Aptenodytes forsteri,"Kooyman, G.L., Y. Cherel, Y. Le Maho, J.P. Croxall, P.H. Thorson, V. Ridoux & C.A. Kooyman (1992) Diving behavior and energetics during foraging cycles in King Penguins. Ecol. Monogr. 62: 143-163.",0,
Aptenodytes patagonicus,Endotherm,10.900000000000000000,2.167,8,36.1,temperature taken to be similar to that for Aptenodytes forsteri,"PÅtz, K. & Y. Cherel (2005) The diving behaviour of brooding king penguins (Aptenodytes patagonicus) from the Falkland Islands: variation in dive profiles and synchronous underwater swimming provide new insights into their foraging strategies. Mar. Biol. 147: 281-290.",0,
Aptenodytes patagonicus,Endotherm,12.000000000000000000,NA,8.4,36.1,temperature taken to be similar to that for Aptenodytes forsteri,"Moore, G.J., B. Wienecke & G. Robertson (1999) Seasonal change in foraging area and dive depths of breeding king penguins at Heard Island. Polar Biol. 21: 376-384.",0,
Aptenodytes patagonicus,Endotherm,10.900000000000000000,2.5,9.2,36.1,temperature taken to be similar to that for Aptenodytes forsteri,"PÅtz, K., R.P. Wilson, J.B. Charrassin, T. Raclot, J. Lage, Y. Le Maho, M.A.M. Kierspel, B.M. Culik & D. Adelung (1998) Foraging strategy of king penguins (Aptenodytes patagonicus) during summer at the Crozet Islands. Ecology 79: 1905-1921.",0,
Aptenodytes patagonicus,Endotherm,,4.4235,NA,36.1,approximated from Aptenodytes forsteri data,"Le Vaillant M, Wilson RP, Kato A, Saraux C, Hanuise H, PrudíHomme O, Le Maho Y, Le Bohec C, Ropert-Coudert Y (2012) King penguins adjust their diving behaviour with age. J Exp Biol 215:3685ñ3692",0,
Aptenodytes patagonicus,Endotherm,,4.529166667,NA,36.1,approximated from Aptenodytes forsteri data,"Le Vaillant M, Wilson RP, Kato A, Saraux C, Hanuise H, PrudíHomme O, Le Maho Y, Le Bohec C, Ropert-Coudert Y (2012) King penguins adjust their diving behaviour with age. J Exp Biol 215:3685ñ3692",0,
Arctocephalus forsteri Female,Endotherm,41.000000000000000000,1.02,4.42,37.7,temperature taken to be similar to that for Arctocephalus galapagoensis,"Mattlin, R.H., N.J. Gales & D.P. Costa (1998) Seasonal dive behaviour of lactating New Zealand fur seals (Arctocephalus forsteri). Can. J. Zool. 76: 350-360.",0,
Arctocephalus forsteri Female,Endotherm,41.000000000000000000,1.52,4.5,37.7,temperature taken to be similar to that for Arctocephalus galapagoensis,"Mattlin, R.H., N.J. Gales & D.P. Costa (1998) Seasonal dive behaviour of lactating New Zealand fur seals (Arctocephalus forsteri). Can. J. Zool. 76: 350-360.",0,
